resource-type,city,state,name,website,phone,email
Crisis Center,Cincinnati,Ohio,Women Helping Women Hamilton County,http://womenhelpingwomen.org/, (513) 381-5610,whwinfo@womenhelpingwomen.org
Crisis Center,Cleveland,Ohio,Cleveland Rape Crisis Center,http://www.clevelandrapecrisis.org/,(216) 619-6192,info@clevelandrcc.org
Crisis Center,Cleveland,Ohio,Cleveland Rape Crisis Center,http://www.clevelandrapecrisis.org/,(216) 619-6194,info@clevelandrcc.org
Crisis Center,Columbus,Ohio,Sexual Assault Response Network of Central Ohio,https://www.ohiohealth.com/sexualassaultresponsenetwork/,(614) 267-7020,NA
Crisis Center,Delaware,Ohio,"HelpLine of Delaware and Morrow Counties, Inc.",http://www.helplinedelmor.org/,(800) 684-2324,NA
Crisis Center,Findlay,Ohio,Open Arms Domestic Violence and Rape Crisis Services,http://www.openarmsfindlay.com/,(419) 422-4766,NA
Crisis Center,Jackson ,Ohio,Community Assault Prevention Services,NA,(800) 809-6111,NA
Crisis Center,Kent,Ohio,Townhall II,http://www.townhall2.com/,(866) 449-8518,info@townhall2.com
Crisis Center,Lebanon,Ohio,Abuse & Rape Crisis Shelter of Warren County,http://www.arcshelter.com/,(888) 860-4084,NA
Crisis Center,Lima,Ohio,Crime Victim Services,http://www.crimevictimservices.org/,(877) 867-7273,victim@crimevictimservices.org
Crisis Center,Lisbon,Ohio,Christina House,http://ccdoy.org/locations/catholic-charities-regional-agency/,(330) 420-0036,NA
Crisis Center,Lorain,Ohio,Lorain County Rape Crisis Center a Program of the Nord Center,http://www.nordcenter.org/,(800) 888-6161,NA
Crisis Center,Mansfield,Ohio,"The Domestic Violence Shelter, Inc.",http://www.thedvshelter.com/, (800) 931-7233,NA
Crisis Center,Marietta ,Ohio,"Sexual Assault Intervention Network/EVE, Inc.",https://www.ohiohealth.com/sexualassaultresponsenetwork/,(614) 267-7020,NA
Crisis Center,Mt. Gilead,Ohio,"HelpLine of Delaware and Morrow Counties, Inc.",http://www.helplinedelmor.org/,(800) 684-2324,helpline@helplinedelmor.org
Crisis Center,Mt. Vernon,Ohio,New Directions,http://www.newdirectionsshelter.org/,(740) 397-4357,info@newdirectionsshelter.org
Crisis Center,New Philadelphia,Ohio,"Compass, Inc.",http://www.compassrapecrisis.org/,(330) 339-1427,NA
Crisis Center,Ottawa,Ohio,Crime Victim Services,http://www.crimevictimservices.org/, (877) 274-7471,NA
Crisis Center,Oxford,Ohio,Women Helping Women Butler County,http://womenhelpingwomen.org/,(877) 889-5610,whwinfo@womenhelpingwomen.org
Crisis Center,Painesville,Ohio,Lake County Victim Assistance Program,http://www.lakecountyohio.org/,(800) 899-5253,NA
Crisis Center,Springfield,Ohio,Project Woman,http://www.projectwomanohio.org/,(800) 634-9893,NA
Crisis Center,St. Clairsville,Ohio,"Tri-County Help Center, Inc.",NA,(800) 695-1639,NA
Crisis Center,Toledo,Ohio,YWCA H.O.P.E. Center,http://www.ywcanwo.org,(866) 557-7273,NA
Crisis Center,Warren,Ohio,Rape Crisis Team of Trumbull County,NA,(330) 393-1565,NA
Crisis Center,Wintersville,Ohio,"American Red Cross, Jefferson County Chapter",http://www.redcross.org/wintersville,(740) 512-6092,NA
Crisis Center,Wooster,Ohio,"Every Woman’s House, Inc.",http://www.everywomanshouse.org/,(800) 686-1122,NA
Crisis Center,Youngstown,Ohio,Rape Crisis and Counseling Center of Mahoning County of the Compass Family and Community Services,http://www.compassfamily.org/,(330) 782-3936,NA
Crisis Center,Ada,Oklahoma,Family Crisis Center,NA,(580) 436-3504,NA
Crisis Center,Altus ,Oklahoma,ACMI House,http://www.socag.org/programs/acmi-house,(800) 466-3805,Holly.ACMI@Socag.Org
Crisis Center,Ardmore,Oklahoma,"Family Shelter of Southern Oklahoma for Victims of Domestic Violence, Inc.",http://www.thefamilyshelter.com/,(580) 226-6424,NA
Crisis Center,Bartlesville,Oklahoma,Family Crisis & Counseling Center,http://www.familycrisiscenter.com/,(918) 336-1188,NA
Crisis Center,Chickasha,Oklahoma,Women’s Service & Family Resource Center,NA,(800) 734-4117,NA
Crisis Center,Claremore,Oklahoma,"Safenet Services, Inc.",http://www.safenetservices.org/,(888) 372-9400,info@safenetservices.org 
Crisis Center,Clinton,Oklahoma,Action Associates,NA,(580) 323-2604,NA
Crisis Center,Duncan,Oklahoma,Women’s Haven,NA,(877) 970-4357,NA
Crisis Center,Durant,Oklahoma,Crisis Control Center,http://www.silencehidesilence.org/,(580) 924-3030,NA
Crisis Center,Enid,Oklahoma,YWCA Crisis Center,http://www.ywcaenid.com/,(800) 966-7644,NA
Crisis Center,Idabel,Oklahoma,SOS for Families,NA,(888) 286-3369,NA
Crisis Center,Lawton,Oklahoma,New Directions,http://www.mariedetty.com/,(580) 357-2500,NA
Crisis Center,Miami,Oklahoma,Community Crisis Center,http://getmeout.org/,(800) 400-0883,NA
Crisis Center,Muskogee,Oklahoma,WISH,NA, (918) 682-7878,NA
Crisis Center,Norman,Oklahoma,Women’s Resource Center,http://www.wrcnorman.com/,(405) 701-5660,wrc@wrcweb.net
Crisis Center,Oklahoma City,Oklahoma,YWCA Crisis Intervention Services,http://www.ywcaokc.org/,(800) 522-7233,NA
Crisis Center,Okmulgee,Oklahoma,Okmulgee Safehouse,http://www.casasafehouse.org/,(877) 756-2545,services@casasafehouse.org
Crisis Center,Ponca City,Oklahoma,Domestic Violence Program Of North Central Oklahoma,http://www.dvpnco.org/,(800) 799-SAFE,NA
Crisis Center,Poteau,Oklahoma,Women’s Crisis Center of LeFlore County,NA,(800) 230-9799,NA
Crisis Center,Seminole,Oklahoma,Family Resource Center,http://www.familyrc.org/,(800) 373-5608,laura@familyrc.org
Crisis Center,Shawnee,Oklahoma,Project Safe,http://www.projectsafeok.com/,(800) 821-9953,NA
Crisis Center,Stigler,Oklahoma,KIBOIS Women’s Shelter,http://www.kibois.org/,(877) 810-5637,NA
Crisis Center,Stillwater,Oklahoma,Wings of Hope - Stillwater Domestic Violence Services,http://www.sdvs.org/,(800) 624-3020,NA
Crisis Center,Tahlequah,Oklahoma,Help in Crisis,http://www.helpincrisisinc.org/,(800) 300-5321,NA
Crisis Center,Tulsa,Oklahoma,Domestic Violence Intervention Services/Call Rape,http://www.dvis.org/,(918) 743-5763,NA
Crisis Center,Astoria,Oregon,Clatsop County Women's Resource Center,http://www.ccwrc.net/,(877) 770-5735,NA
Crisis Center,Baker City,Oregon,"May Day, Inc. Safe Home Network",http://www.endviolence.org/,(888) 213-4134,endviolenceproject@gmail.com
Crisis Center,Beaverton,Oregon,Sexual Assault Resource Center,http://sarcoregon.org/,(888) 640-5311,volunteer@sarcoregon.org
Crisis Center,Bend,Oregon,Saving Grace,http://www.saving-grace.org/,(866) 504-8992,NA
Crisis Center,Burns,Oregon,HHOPE,NA,(541) 573-7176,NA
Crisis Center,Christmas Valley,Oregon,New Beginnings Intervention Center,NA,(800) 850-4838,NA
Crisis Center,Coos Bay,Oregon,Women's Safety and Resource Center,http://www.womensafety.org/,(888) 793-5612,NA
Crisis Center,Corvallis,Oregon,Center Against Rape & Domestic Violence (CARDV),http://www.cardv.org/, (800) 927-0197,http://cardv.org/email.php?email=cardv
Crisis Center,Dallas,Oregon,Sable House,http://www.sablehouse.org/,(866) 305-3030,NA
Crisis Center,Eugene,Oregon,Sexual Assault Support Service,http://www.sass-lane.org/,(800) 788-4727,NA
Crisis Center,Florence,Oregon,Siuslaw Outreach Services,http://www.florencesos.org/,(541) 997-4444,marie@florencesos.org
Crisis Center,Grants Pass,Oregon,Women’s Crisis Support Team,http://www.wcstjoco.org/,(800) 750-9278,NA
Crisis Center,Hood River,Oregon,"Helping Hands Against Violence, Inc.",http://helpinghandsoregon.com/,(541) 386-6603,steph@helpinghandsoregon.comt
Crisis Center,La Grande,Oregon,Shelter From the Storm,NA,(541) 963-9261,NA
Crisis Center,Lakeview,Oregon,Lake County Crisis Center,http://lakecountycrisiscenter.org/,(800) 338-7590,lccrisiscenter@gmail.com
Crisis Center,Medford,Oregon,Community Works,http://www.community-works.org/,(855) 216-2111,Info@community-works.org
Crisis Center,Newport,Oregon,My Sister's Place,http://www.mysistersplace.us/,(800) 841-8325,NA
Crisis Center,Ontario,Oregon,Project DOVE,http://www.projectdoveor.org/,(541) 889-2000,dove@projectdoveor.org
Crisis Center,Oregon City,Oregon,Clackamas Women’s Services,http://www.cwsor.org/,(888) 654-2288,info@cwsor.org
Crisis Center,Pendleton,Oregon,Domestic Violence Services,http://www.domesticviolenceservice-or.org/,(800) 833-1161,NA
Crisis Center,Portland,Oregon,Portland Women’s Crisis Line,http://www.pwcl.org/,(888) 235-5333,NA
Crisis Center,Roseburg,Oregon,Battered Persons’ Advocacy,http://www.peaceathome.com/,(800) 464-6543,NA
Crisis Center,Tillamook,Oregon,Tillamook County Women’s Resource Center,http://www.tcwrc.net/,(800) 992-1679,NA
Crisis Center,Allentown,Pennsylvania,Crime Victims’ Council of the Lehigh Valley,http://www.cvclv.org/,(610) 437-6611,NA
Crisis Center,Altoona,Pennsylvania,"Family Services, Inc.",http://www.endviolence.org/,(888) 213-4134,endviolenceproject@gmail.com
Crisis Center,Beaver,Pennsylvania,Women’s Center of Beaver County,http://www.womenscenterbc.org/,(724) 775-0131,annex@womenscenterbc.org
Crisis Center,Bloomsburg,Pennsylvania,Women’s Center,http://www.thewomenscenterinc.org/,(570) 784-6631,NA
Crisis Center,Bradford,Pennsylvania,YWCA -- Victims’ Resource Center,http://ywcabradford.org/,(888) 822-6325,NA
Crisis Center,Butler,Pennsylvania,Victim Outreach Intervention Center,http://www.voiceforvictims.com/,(800) 400-8551,voice@voiceforvictims.com
Crisis Center,Carlisle,Pennsylvania,Sexual Assault/Rape Crisis Services of Cumberland County, http://www.ywcacarlisle.org,(717) 258-1143,NA
Crisis Center,Chambersburg,Pennsylvania,"Women in Need, Inc.",http://www.winservices.org/,(717) 264-4444,NA
Crisis Center,Coudersport,Pennsylvania,A Way Out,NA,(877) 334-3136,NA
Crisis Center,Delaware Water Gap,Pennsylvania,"Women’s Resources of Monroe County, Inc.",http://www.wrmonroe.org/,(800) 799-7233,NA
Crisis Center,Erie ,Pennsylvania,"Crime Victim Center of Erie County, Inc.",http://www.cvcerie.org/,(800) 352-7273,admin@cvcerie.org
Crisis Center,Gettysburg,Pennsylvania,"Survivors, Inc.",http://www.enddvsa.org,(800) 787-8106,NA
Crisis Center,Greensburg,Pennsylvania,Blackburn Center Against Domestic & Sexual Violence,http://www.blackburncenter.org/,(888) 832-2272,NA
Crisis Center,Harrisburg,Pennsylvania,YWCA Rape Crisis Services,http://www.ywcahbg.org/,(800) 654-1211,NA
Crisis Center,Honesdale,Pennsylvania,Victims Intervention Program,http://www.vipempowers.org/,(800) 698-4847,NA
Crisis Center,Jamison,Pennsylvania,Network of Victim Assistance,http://www.novabucks.org/,(800) 675-6900,NA
Crisis Center,Johnstown,Pennsylvania,"Victim Services, Inc.",http://www.victimservicesinc.org/,(800) 755-1983,NA
Crisis Center,Kittanning,Pennsylvania,Helping All Victims in Need,http://www.havinpa.org/,(800) 841-8881,NA
Crisis Center,Lancaster,Pennsylvania,Sexual Assault Prevention and Counseling Center,http://www.ywcalancaster.org/,(717) 392-7273,NA
Crisis Center,Laporte,Pennsylvania,Sullivan County Victim Services,http://sullivancountyvictimservices.org/,(800) 894-3706,NA
Crisis Center,Lebanon,Pennsylvania,Sexual Assault Resource Counseling Center of Lebanon and Schuylkill County,http://www.sarcclebanon.org/,(717) 272-5308,NA
Crisis Center,Lewisburg,Pennsylvania,Transitions,http://www.transitionsofpa.org/,(800) 850-7948,susan_m@transitionsofpa.org 
Crisis Center,Lewistown,Pennsylvania,"The Abuse Network, Inc.",http://www.abusenetwork.org/,(888) 810-2444,NA
Crisis Center,Lock Haven,Pennsylvania,Clinton County Women’s Center,http://www.ccwcsafe.org/,(570) 748-9509,NA
Crisis Center,Meadville,Pennsylvania,"Women’s Services, Inc.",http://www.womensservicesinc.org/,NA,NA
Crisis Center,Milford,Pennsylvania,"Safe Haven of Pike County, Inc.",http://www.shopc.org/,(877) 296-7878,empowerment@shopc.org
Crisis Center,New Castle,Pennsylvania,The Crisis Shelter of Lawrence County,http://www.crisisshelter.org/,(724) 652-9036,NA
Crisis Center,Norristown,Pennsylvania,"Victim Services Center of Montgomery County, Inc.",http://www.victimservicescenter.org/,(888) 521-0983,NA
Crisis Center,Oil City,Pennsylvania,PPC Violence Free Network,http://www.fscas.org/ppc-vfn.htm,(800) 243-4944,NA
Crisis Center,Philadelphia,Pennsylvania,Women Organized Against Rape,http://www.woar.org/,(215) 985-3333,info@woar.org
Crisis Center,Pittsburgh,Pennsylvania,Pittsburgh Action Against Rape,http://www.paar.net/,(866) 363-7273,NA
Crisis Center,Pittsburgh,Pennsylvania,Center for Victims,http://www.centerforvictims.org/,(866) 644-2882,NA
Crisis Center,Reading,Pennsylvania,Berks Women in Crisis,http://www.berkswomenincrisis.org/,(610) 372-9540,NA
Crisis Center,Ridgway,Pennsylvania,"CAPSEA, Inc.",http://www.pavisnet.com/capsea,(814) 772-1227,NA
Crisis Center,Scranton,Pennsylvania,Women’s Resource Center,http://www.wrcnepa.org/,(800) 257-5765,NA
Crisis Center,Sharon,Pennsylvania,AWARE Inc.,http://www.merceraware.org/,(888) 981-1457,info@merceraware.org
Crisis Center,State College,Pennsylvania,Centre County Women’s Resource Center,http://ccwrc.org/, (877) 234-5050,NA
Crisis Center,Tunkhannock,Pennsylvania,Victims Resource Center,http://www.vrcnepa.org/,(866) 206-9050,NA
Crisis Center,Washington,Pennsylvania,The C.A.R.E. Center— STTARS Program,NA,(888) 480-7283,NA
Crisis Center,Wellsboro,Pennsylvania,HAVEN of Tioga County,http://www.havenoftiogacounty.org/,(570) 724-3554,NA
Crisis Center,West Chester,Pennsylvania,"Crime Victims Center of Chester County, Inc.",http://www.cvcofcc.org/,(610) 692-7273,contactus@cvcofcc.org 
Crisis Center,Wilkes-Barre,Pennsylvania,Victims Resource Center,http://www.vrcnepa.org/,(866) 206-9050,NA
Crisis Center,Williamsport,Pennsylvania,YWCA -- Wise Options,http://www.ywcawilliamsport.org/,(800) 326-8483,NA
Crisis Center,York,Pennsylvania,Victim Assistance Center,http://ywcayork.org/,(800) 422-3204,NA
Crisis Center,Providence,Rhode Island,Day One,http://www.dayoneri.org/,(800) 494-8100,NA
Crisis Center,Aiken,South Carolina,Cumbee Center to Assist Abused Persons,http://www.cumbeecenter.org/,(803) 649-0480,NA
Crisis Center,Anderson,South Carolina,Foothills Alliance,http://www.foothillsalliance.org/,(800) 585-8952,NA
Crisis Center,Beaufort,South Carolina,Hope Haven of the Lowcountry,http://www.hopehavenlc.org/,(800) 637-7273,NA
Crisis Center,Camden,South Carolina,Family Resource Center,http://www.frccounseling.com/,(800) 585-4455,NA
Crisis Center,Charleston,South Carolina,People Against Rape,http://www.peopleagainstrape.org/,(800) 241-7273,NA
Crisis Center,Columbia,South Carolina,Sexual Trauma Services of the Midlands,http://www.stsm.org/,(800) 491-7273,stsm@stsm.org
Crisis Center,Easley,South Carolina,Rape Crisis Council,http://www.pickensrcc.org/,(864) 442-5500,NA
Crisis Center,Florence,South Carolina,Pee Dee Coalition Against Domestic & Sexual Assault,http://www.peedeecoalition.org/,(800) 273-1820,NA
Crisis Center,Greenville,South Carolina,Julie Valentine Center,http://www.julievalentinecenter.org/,(864) 467-3633,info@julievalentinecenter.org
Crisis Center,Greenwood ,South Carolina,Beyond Abuse,http://www.beyondabuse.info/,(888) 297-4546,contact@beyondabuse.info
Crisis Center,Lancaster ,South Carolina,Palmetto Citizens Against Sexual Assault,NA,(888) 790-8532,NA
Crisis Center,Myrtle Beach,South Carolina,Rape Crisis Center,http://www.victimtosurvivor.org/,(843) 448-7273,NA
Crisis Center,Orangeburg,South Carolina,CASA/Family Systems,http://casafamilysystems.com/,(800) 298-7288,NA
Crisis Center,Rock Hill ,South Carolina,"Safe Passage, Inc.",http://www.safepassagesc.org/,(800) 659-0977,NA
Crisis Center,Spartanburg,South Carolina,Safe Homes,http://www.shrcc.org/,(800) 273-5066,NA
Crisis Center,Aberdeen,South Dakota,Safe Harbor,http://safeharborsd.org/,(888) 290-2935,safeharbor@safeharborsd.org
Crisis Center,Brookings,South Dakota,Brookings Domestic Abuse Shelter,NA,(888) 643-5400,NA
Crisis Center,Custer,South Dakota,WEAVE,NA,(800) 424-3574,NA
Crisis Center,Eagle Butte,South Dakota,Sacred Heart Women’s Shelter,http://www.shconline.org/,(800) 390-9298,info@shconline.org
Crisis Center,Fort Thompson,South Dakota,"Wiconi Wawokiya, Inc.",NA,(605) 244-7233,NA
Crisis Center,Lemmon,South Dakota,"CAVA (Communities Against Violence & Abuse, Inc.)",http://wiconiwawokiya.weebly.com/,(800) 723-3039,wiconi@midstatesd.net
Crisis Center,McLaughlin,South Dakota,Pretty Bird Woman House,NA,(605) 823-7233,NA
Crisis Center,Mobridge,South Dakota,Bridges Against Domestic Violence,NA,(605) 845-2110,NA
Crisis Center,Rapid City,South Dakota,"Working Against Violence, Inc.",http://www.wavi.org/,(888) 716-9284,NA
Crisis Center,Sioux Falls,South Dakota,The Compass Center,http://www.thecompasscenter.org/,(877) 462-7474,NA
Crisis Center,Spearfish,South Dakota,Artemis House,http://www.artemishouse.org/,(800) 999-2348,advocate@artemishouse.org
Crisis Center,Sturgis,South Dakota,Crisis Intervention Shelter Service,NA,(800) 755-8432,NA
Crisis Center,Vermillion,South Dakota,Domestic Violence Safe Option Services,NA,(605) 624-5311,NA
Crisis Center,Athens,Tennessee,"The Hope Center, Inc.",http://www.thehopecenterinc.com/,(423) 745-5289,NA
Crisis Center,Chattanooga,Tennessee,"Partnership for Families, Children, and Adult: Rape Crisis Center",http://www.partnershipfca.com/,(423) 755-2700,info@partnershipfca.com
Crisis Center,"Cleveland,",Tennessee,Family Resource Agency,http://www.fratn.com/,(423) 476-3886,info@fratn.com
Crisis Center,Cookeville,Tennessee,"Genesis House, Inc.",http://www.genesishouseinc.com/,(800) 707-5197,info@genesishouseinc.com
Crisis Center,Crossville,Tennessee,Avalon Center: DV and Sexual Assault Program,http://www.avaloncentertn.org/,(800) 641-3434,tparadis@avaloncentertn.org
Crisis Center,Jackson,Tennessee,Women’s Resource & Rape Assistance Program,http://wraptn.org/,(800) 273-8712,NA
Crisis Center,Knoxville,Tennessee,Sexual Assualt Center of East Tennessee,http://www.mcnabbcenter.org/sacet,(865) 522-7273,NA
Crisis Center,Memphis,Tennessee,Rape Crisis Center,http://www.shelbycountytn.gov/index.aspx?NID=737,(901) 222-4350,NA
Crisis Center,Morristown,Tennessee,"CEASE, Inc.",http://www.lcs.net/cease/,(423) 581-2220,NA
Crisis Center,Murfreesboro,Tennessee,"Domestic Violence Program, Inc. & Sexual Assault Services",http://www.dvpshelter.org/,(615) 494-9262,NA
Crisis Center,Nashville,Tennessee,Sexual Assault Center,http://www.sacenter.org/,(800) 879-1999,NA
Crisis Center,Woodbury,Tennessee,Cannon County S.A.V.E.,http://cannoncountysave.org/,(615) 563-6690,NA
Crisis Center,Abilene,Texas,Regional Victim Crisis Center,http://www.regionalcrime.org/,(325) 677-7895,info@regionalcrime.org
Crisis Center,Alpine,Texas,Family Crisis Center of Big Bend,http://www.familycrisiscenter.homestead.com/,(800) 834-0654,fccbb@sbcglobal.net
Crisis Center,Amarillo,Texas,Family Support Services,http://www.fss-ama.org/,(800) 749-9026,NA
Crisis Center,Angleton,Texas,"Women’s Center of Brazoria County, Inc.",http://www.womenscenterbrazoriacounty.com/,(800) 243-5788,NA
Crisis Center,Austin,Texas,SafePlace,http://www.safeplace.org/,(512) 267-7233,info@SafePlace.org
Crisis Center,Bastrop,Texas,Family Crisis Center,http://www.family-crisis-center.org/,(888) 311-7755,NA
Crisis Center,Bay City ,Texas,The Crisis Center,http://www.crisiscnt.com/,(800) 451-9235,mcwcc@crisiscnt.com
Crisis Center,Beaumont ,Texas,"Rape & Suicide Crisis of Southeast Texas, Inc.",http://www.rapesuicidebeaumont.org/,(800) 793-2273,NA
Crisis Center,Big Spring,Texas,"Victim Services of Big Spring, Texas",http://www.vsofbigspring.com/,(432) 263-3312,NA
Crisis Center,Bonham,Texas,Fannin County Family Crisis Center,http://fccrisiscenter.org/,(903) 583-7000,fcfcc@cableone.net
Crisis Center,Borger,Texas,"Hutchinson County Crisis Center, Inc.",http://borgerhc3.org/,(806) 273-2313,NA
Crisis Center,Brady,Texas,The Haven Family Shelter of McCulloch County,http://www.thehavenfamilyshelter.org/,(325) 597-7644,NA
Crisis Center,Brownsville,Texas,"Friendship of Women, Inc.",http://fowinc.com/,(956) 544-7412,NA
Crisis Center,Bryan,Texas,Sexual Assault Resource Center,http://www.sarcbv.org/,(979) 731-1000,NA
Crisis Center,Carizzo Springs,Texas,"Wintergarden Women’s Shelter, Inc.",http://www.wintergardenwomensshelter.org/,(800) 363-9441,NA
Crisis Center,Cleburne,Texas,Johnson County Family Crisis Center,http://www.familycrisisjc.org/,(800) 848-3206,info@familycrisisjc.org
Crisis Center,Corpus Christi,Texas,Women's Shelter of South Texas,http://www.thewomensshelter.org/,(800) 580-4878,NA
Crisis Center,Dallas,Texas,Victim Intervention Program-Parkland,http://www.parklandhospital.com/phhs/vip-rape-crisis-center.aspx,(214) 590-0430,NA
Crisis Center,Dallas,Texas,Dallas Area Rape Crisis Center,http://dallasrapecrisis.org/,(972) 641-7273,NA
Crisis Center,Denton,Texas,Denton County Friends of the Family,http://www.dcfof.org/,(800) 572-4031,NA
Crisis Center,Dumas,Texas,"Safe Place, Inc.",http://safeplaceinc.org/,(806) 935-2828,NA
Crisis Center,Eastland,Texas,"Eastland County Crisis Center, Inc.",http://www.eastlandcrisis.org/,(888) 686-3222,info@eastlandcrisis.org
Crisis Center,El Paso,Texas,Center Against Family Violence,http://www.cafv.org/,(915) 593-7300,vrueda@cafv.org
Crisis Center,Fort Worth,Texas,Rape Crisis & Victim Services Program,http://www.womenscentertc.org/,(817) 927-2737,NA
Crisis Center,"Gainesville,",Texas,Abigail’s Arms Cooke County Crisis Center,http://www.abigailsarms.org/,(877) 846-4751,NA
Crisis Center,Galveston,Texas,Resource and Crisis Center of Galveston County,http://www.rccgc.org/,(888) 919-7233,info@rccgc.org
Crisis Center,Granbury,Texas,Mission Granbury,http://missiongranbury.org/,(817) 579-6848,NA
Crisis Center,Grand Prairie,Texas,"Brighter Tomorrows, Inc.",http://www.brightertomorrows.net/,(866) 925-7233,NA
Crisis Center,Greenville,Texas,Hunt County Children's Advocacy Center,NA,(903) 454-9999,NA
Crisis Center,Harlingen,Texas,"Family Crisis Center, Inc.",http://www.familycrisisctr.org/,(866) 423-9304,NA
Crisis Center,Hereford,Texas,Deaf Smith County Crisis Center,http://deafsmithcocrisiscenter.org/,(806) 363-6727,dsccc@wtrt.net
Crisis Center,Houston,Texas,Houston Area Women’s Center,http://www.hawc.org/,(800) 256-0661,NA
Crisis Center,Houston,Texas,Bay Area Turning Point,http://www.bayareaturningpoint.org/,(281) 286-2525,NA
Crisis Center,Humble,Texas,FamilyTime Crisis and Counseling Center,http://www.familytimeccc.org/,(281) 446-2615,NA
Crisis Center,Huntsville,Texas,SAAFE House,http://www.saafehouse.org/,(936) 291-3369,NA
Crisis Center,Jacksonville,Texas,Crisis Center of Anderson and Cherokke Counties,http://www.mycrisiscenter.com/,(800) 232-8519,NA
Crisis Center,Katy,Texas,Katy Christian Ministries,http://www.ktcm.org/Sexual_Abuse.htm,(281) 693-7273,NA
Crisis Center,Kerrville,Texas,Hill Country Cares,http://www.hccares.com/,(888) 621-0047,NA
Crisis Center,Kileen,Texas,"Families in Crisis, Inc./ Rape Crisis",http://www.familiesincrisis.net/,(888) 799-7233,NA
Crisis Center,Kountze,Texas,Hardin County Crime Victims’ Assistance Center,NA,(409) 246-4300,NA
Crisis Center,Laredo,Texas,"Serving Children and Adolescents in Need, Inc.",http://scan-inc.org/,(800) 355-7226,info@scan-inc.org
Crisis Center,Longview,Texas,Women’s Center of East Texas,http://www.wc-et.org/,(800) 441-5555,NA
Crisis Center,Lubbock,Texas,Lubbock Rape Crisis Center dba Voice of Hope,http://voiceofhopelubbock.org/,(806) 763-7273,Leslie@voiceofhopelubbock.org
Crisis Center,Lufkin,Texas,Family Crisis Center of East Texas,http://www.familycrisiscenterofeasttexas.com/,(800) 828-7233,NA
Crisis Center,Marble Falls,Texas,Family Crisis Center,http://www.hlfcc.org/,(800) 664-3574,NA
Crisis Center,McAllen,Texas,Women Together/Mujeres Unidas,http://mujeresunidas.org/,(800) 580-4879,NA
Crisis Center,Midland,Texas,Midland Rape Crisis and Children's Advocacy Center,http://www.mrccac.org/,(432) 682-7273,NA
Crisis Center,Mt. Pleasant,Texas,"Shelter Agencies for Families in East Texas, Inc.",http://www.safe-tagency.com/,(888) 801-4357,NA
Crisis Center,New Braunfels,Texas,Crisis Center of Comal County,http://www.ccccnbtx.org/,(800) 434-8013,NA
Crisis Center,Odessa,Texas,The Crisis Center,http://www.odesscrisiscenter.org/,(866) 627-4747,NA
Crisis Center,Pampa,Texas,Tralee Crisis Center,http://www.traleecrisiscenter.com/,(800) 658-2796,NA
Crisis Center,Pasadena,Texas,Bridge Over Troubled Waters,http://tbotw.org/,(713) 473-2801,NA
Crisis Center,Perryton,Texas,Panhandle Crisis Center,http://www.panhandlecrisiscenter.org/,(800) 753-5308,pccpcc@ptsi.net
Crisis Center,Plainview,Texas,Crisis Center of the Plains,NA,(806) 293-7273,NA
Crisis Center,Plano,Texas,The Turning Point,http://www.theturningpoint.org/,(800) 886-7273,NA
Crisis Center,Pleasanton,Texas,Atascosa Family Crisis Center,http://www.atascosafamilycrisis.org/,(830) 569-2001,NA
Crisis Center,Port Lavaca,Texas,The Harbor Children's Alliance and Victims Center,http://www.harboradvocacycenter.org/,(361) 552-4357,theharbored@cableone.net
Crisis Center,Richmond,Texas,Fort Bend County Women’s Center,http://www.fortbendwomenscenter.org/,(888) 427-3650,NA
Crisis Center,Round Rock,Texas,Hope Alliance,http://www.hopealliancetx.org/,(800) 460-7233,NA
Crisis Center,San Angelo,Texas,"Concho Valley Rape Crisis Center, Inc.",http://cv-rcc.org/,(325) 658-8888,NA
Crisis Center,San Antonio,Texas,Rape Crisis Center,http://www.rapecrisis.com/,(210) 349-7273,NA
Crisis Center,San Marcos,Texas,Hays-Caldwell Women’s Center,http://www.hcwc.org/,(512) 396-4357,info@hcwc.org
Crisis Center,Stephenville,Texas,Cross Timbers Family Services,http://www.ctfshelp.org,(866) 934-4357,NA
Crisis Center,Texarkana,Texas,Domestic Violence Prevention,http://www.dvptxk.org/,(903) 793-4357,NA
Crisis Center,The Woodlands,Texas,Montgomery County Women’s Center,http://www.mcwctx.org/,(936) 441-7273,NA
Crisis Center,Tyler,Texas,East Texas Crisis Center,http://www.etcc.org/,(800) 333-0358,NA
Crisis Center,Victoria,Texas,Mid-Coast Family Services,http://www.midcoastfamily.org/,(361) 573-4357,info@midcoastfamily.org
Crisis Center,Waco,Texas,Advocacy Center for Crime Victims & Children,http://www.advocacycntr.org/,(888) 867-7233,NA
Crisis Center,Weatherford,Texas,Freedom House,NA,(817) 596-8922,NA
Crisis Center,Wichita Falls,Texas,First Step,http://firststep.org/,(800) 658-2683,NA
Crisis Center,Brigham City,Utah,The New Hope Crisis Center of Box Elder County,http://www.newhopecrisiscenter.org/,(877) 723-5600,newhopecrisiscenter@gmail.com
Crisis Center,"Cedar City,",Utah,Canyon Creek Women’s Crisis Center,http://www.ccwcc.org/,(435) 867-6149,NA
Crisis Center,Kaysville,Utah,Safe Harbor Crisis Center,http://www.womensdvshelter.org/,(801) 444-9161,dccav@xmission.com
